Item Type,Item Title,Description Model,Human Prefers LLM (ratio),LLM Prefers LLM (ratio),Human Prefers LLM - LLM Prefers LLM
paper,transductive_learning_for_statis,gpt-3.5-turbo-1106,0.3333333333333333,0.5,-0.16666666666666669
paper,transductive_learning_for_statis,gpt-4-1106-preview,0.3333333333333333,0.0,0.3333333333333333
paper,two_languages_are_better_than_on,gpt-3.5-turbo-1106,0.5,0.0,0.5
paper,two_languages_are_better_than_on,gpt-4-1106-preview,0.6666666666666666,0.0,0.6666666666666666
paper,unsupervised_discovery_of_morphe,gpt-3.5-turbo-1106,0.0,1.0,-1.0
paper,unsupervised_discovery_of_morphe,gpt-4-1106-preview,0.3333333333333333,1.0,-0.6666666666666667
paper,unsupervised_learning_of_disambi,gpt-3.5-turbo-1106,1.0,0.5,0.5
paper,unsupervised_learning_of_disambi,gpt-4-1106-preview,0.6666666666666666,1.0,-0.33333333333333337
paper,unsupervised_multilingual_learni,gpt-3.5-turbo-1106,0.5,0.0,0.5
paper,unsupervised_multilingual_learni,gpt-4-1106-preview,0.3333333333333333,1.0,-0.6666666666666667
paper,vectorbased_models_of_semantic_c,gpt-3.5-turbo-1106,0.6666666666666666,0.0,0.6666666666666666
paper,vectorbased_models_of_semantic_c,gpt-4-1106-preview,0.3333333333333333,1.0,-0.6666666666666667
paper,whats_in_a_translation_rule,gpt-3.5-turbo-1106,0.3333333333333333,0.5,-0.16666666666666669
paper,whats_in_a_translation_rule,gpt-4-1106-preview,0.6666666666666666,1.0,-0.33333333333333337
paper,widecoverage_efficient_statistic,gpt-4-1106-preview,0.6666666666666666,0.0,0.6666666666666666
product,12_pack_cheesecloth_table_runner,gpt-3.5-turbo,0.5,1.0,-0.5
product,12_pack_cheesecloth_table_runner,gpt-4-1106-preview,0.0,1.0,-1.0
product,2,gpt-3.5-turbo,0.3333333333333333,,
product,2,gpt-4-1106-preview,0.0,,
product,2_set_157_gold_circle_mirrors_wa,gpt-3.5-turbo,0.0,0.5,-0.5
product,2_set_157_gold_circle_mirrors_wa,gpt-4-1106-preview,0.0,1.0,-1.0
product,3pack_italy_travel_power_adapter,gpt-3.5-turbo,0.3333333333333333,0.5,-0.16666666666666669
product,3pack_italy_travel_power_adapter,gpt-4-1106-preview,0.0,0.75,-0.75
product,4in1_kitchen_knife_accessories_3,gpt-3.5-turbo,0.6666666666666666,0.5,0.16666666666666663
product,4in1_kitchen_knife_accessories_3,gpt-4-1106-preview,0.0,1.0,-1.0
product,5_pairs_natural_bamboo_reusable_,gpt-3.5-turbo,0.0,0.5,-0.5
product,5_pairs_natural_bamboo_reusable_,gpt-4-1106-preview,0.0,1.0,-1.0
product,6pack3366610_ft_original_apple_m,gpt-3.5-turbo,0.5,1.0,-0.5
product,6pack3366610_ft_original_apple_m,gpt-4-1106-preview,0.5,1.0,-0.5
product,amazon_basics_easy_grip_workout_,gpt-3.5-turbo,0.0,1.0,-1.0
product,amazon_basics_easy_grip_workout_,gpt-4-1106-preview,0.5,1.0,-0.5
product,amazon_basics_flextra_tall_kitch,gpt-3.5-turbo,0.6666666666666666,1.0,-0.33333333333333337
product,amazon_basics_flextra_tall_kitch,gpt-4-1106-preview,0.0,0.75,-0.75
product,amazon_brand__presto_flexasize_p,gpt-3.5-turbo,0.3333333333333333,0.75,-0.4166666666666667
product,amazon_brand__presto_flexasize_p,gpt-4-1106-preview,0.0,1.0,-1.0
product,apple_2023_macbook_pro_laptop_m2,gpt-3.5-turbo,0.0,0.25,-0.25
product,apple_2023_macbook_pro_laptop_m2,gpt-4-1106-preview,1.0,0.5,0.5
product,ariceleo_led_fairy_lights_batter,gpt-3.5-turbo,0.5,1.0,-0.5
product,ariceleo_led_fairy_lights_batter,gpt-4-1106-preview,0.0,1.0,-1.0
product,avapow_car_jump_starter_4000a_pe,gpt-3.5-turbo,0.6666666666666666,0.5,0.16666666666666663
product,avapow_car_jump_starter_4000a_pe,gpt-4-1106-preview,0.5,1.0,-0.5
product,bakugan_battle_arena_with_exclus,gpt-3.5-turbo,0.3333333333333333,0.5,-0.16666666666666669
product,bakugan_battle_arena_with_exclus,gpt-4-1106-preview,1.0,0.5,0.5
product,barbie_bluray__digital,gpt-3.5-turbo,0.3333333333333333,1.0,-0.6666666666666667
product,barbie_bluray__digital,gpt-4-1106-preview,1.0,1.0,0.0
product,bingopaw_playpen_welded_wire_dog,gpt-3.5-turbo,0.3333333333333333,0.5,-0.16666666666666669
product,bingopaw_playpen_welded_wire_dog,gpt-4-1106-preview,1.0,0.75,0.25
product,bissell_crosswave_cordless_max_a,gpt-3.5-turbo,0.3333333333333333,0.25,0.08333333333333331
product,bissell_crosswave_cordless_max_a,gpt-4-1106-preview,0.5,0.75,-0.25
product,blisstrends_foot_rest_for_under_,gpt-3.5-turbo,0.0,0.5,-0.5
product,blisstrends_foot_rest_for_under_,gpt-4-1106-preview,0.0,0.75,-0.75
product,board_game_azul,gpt-3.5-turbo,0.3333333333333333,0.25,0.08333333333333331
product,board_game_azul,gpt-4-1106-preview,0.0,1.0,-1.0
product,bose_soundlink_flex_bluetooth_sp,gpt-3.5-turbo,0.3333333333333333,0.5,-0.16666666666666669
product,bose_soundlink_flex_bluetooth_sp,gpt-4-1106-preview,0.0,1.0,-1.0
product,breylee_aloe_vera_eye_mask_60_pc,gpt-3.5-turbo,0.5,0.5,0.0
product,breylee_aloe_vera_eye_mask_60_pc,gpt-4-1106-preview,0.0,1.0,-1.0
product,bulova_mens_marine_star_gold_chr,gpt-3.5-turbo,0.6666666666666666,0.5,0.16666666666666663
product,bulova_mens_marine_star_gold_chr,gpt-4-1106-preview,0.5,1.0,-0.5
product,cartman_39_piece_tool_set_genera,gpt-3.5-turbo,0.0,0.75,-0.75
product,cartman_39_piece_tool_set_genera,gpt-4-1106-preview,0.0,1.0,-1.0
product,christmas_coffee_spoons_set_of_8,gpt-3.5-turbo,0.0,0.75,-0.75
product,christmas_coffee_spoons_set_of_8,gpt-4-1106-preview,0.0,1.0,-1.0
product,clementine_apparel__girls_and_wo,gpt-3.5-turbo,1.0,0.75,0.25
product,clementine_apparel__girls_and_wo,gpt-4-1106-preview,0.5,1.0,-0.5
product,cordless_handheld_standard_range,gpt-3.5-turbo,0.3333333333333333,0.5,-0.16666666666666669
product,cordless_handheld_standard_range,gpt-4-1106-preview,0.0,1.0,-1.0
product,cosori_food_dehydrator_for_jerky,gpt-3.5-turbo,0.3333333333333333,0.5,-0.16666666666666669
product,cosori_food_dehydrator_for_jerky,gpt-4-1106-preview,0.5,0.5,0.0
product,cozsinoor_queen_size_cooling_bed,gpt-3.5-turbo,0.5,0.25,0.25
product,cozsinoor_queen_size_cooling_bed,gpt-4-1106-preview,0.0,1.0,-1.0
product,darkecho_gaming_office_chair_wit,gpt-3.5-turbo,0.5,0.25,0.25
product,darkecho_gaming_office_chair_wit,gpt-4-1106-preview,0.5,0.5,0.0
product,dewalt_20v_max_cordless_drill_an,gpt-3.5-turbo,0.3333333333333333,0.5,-0.16666666666666669
product,dewalt_20v_max_cordless_drill_an,gpt-4-1106-preview,0.0,0.75,-0.75
product,electronic_organizer_travel_usb_,gpt-3.5-turbo,0.6666666666666666,0.5,0.16666666666666663
product,electronic_organizer_travel_usb_,gpt-4-1106-preview,0.5,1.0,-0.5
product,etekcity_digital_bathroom_scale_,gpt-3.5-turbo,0.5,,
product,etekcity_digital_bathroom_scale_,gpt-4-1106-preview,1.0,,
product,fabric_resistance_bands_for_work,gpt-3.5-turbo,0.0,1.0,-1.0
product,fabric_resistance_bands_for_work,gpt-4-1106-preview,1.0,1.0,0.0
product,fionout_banana_duck_plush_pillow,gpt-3.5-turbo,0.5,1.0,-0.5
product,fionout_banana_duck_plush_pillow,gpt-4-1106-preview,1.0,1.0,0.0
product,fisherprice_dc_batwheels_155_sca,gpt-3.5-turbo,0.6666666666666666,0.5,0.16666666666666663
product,fisherprice_dc_batwheels_155_sca,gpt-4-1106-preview,1.0,1.0,0.0
product,gaiam_essentials_thick_yoga_mat_,gpt-3.5-turbo,0.6666666666666666,1.0,-0.33333333333333337
product,gaiam_essentials_thick_yoga_mat_,gpt-4-1106-preview,0.5,1.0,-0.5
product,gama_italy_professional_hair_dry,gpt-3.5-turbo,0.0,0.5,-0.5
product,gama_italy_professional_hair_dry,gpt-4-1106-preview,0.0,1.0,-1.0
product,garmin_instinct_2_solar_surfedit,gpt-3.5-turbo,0.3333333333333333,0.25,0.08333333333333331
product,garmin_instinct_2_solar_surfedit,gpt-4-1106-preview,1.0,0.5,0.5
product,giant_fly_glue_trap_by_catchmast,gpt-3.5-turbo,0.0,0.75,-0.75
product,giant_fly_glue_trap_by_catchmast,gpt-4-1106-preview,1.0,0.75,0.25
product,gigizaza_gold_velvet_decorative_,gpt-3.5-turbo,1.0,0.75,0.25
product,gigizaza_gold_velvet_decorative_,gpt-4-1106-preview,0.5,1.0,-0.5
product,gorilla_carts_gor400com_steel_ga,gpt-3.5-turbo,0.3333333333333333,0.0,0.3333333333333333
product,gorilla_carts_gor400com_steel_ga,gpt-4-1106-preview,0.0,1.0,-1.0
product,hammam_linen_white_bath_towels_4,gpt-3.5-turbo,0.6666666666666666,0.75,-0.08333333333333337
product,hammam_linen_white_bath_towels_4,gpt-4-1106-preview,0.0,1.0,-1.0
product,hasbro_gaming_taboo_kids_vs,gpt-3.5-turbo,0.3333333333333333,,
product,hasbro_gaming_taboo_kids_vs,gpt-4-1106-preview,1.0,,
product,heytoo_9inch_glitter_women_handh,gpt-3.5-turbo,1.0,0.5,0.5
product,heytoo_9inch_glitter_women_handh,gpt-4-1106-preview,0.0,1.0,-1.0
product,hotec_stainless_steel_kitchen_to,gpt-3.5-turbo,0.3333333333333333,0.25,0.08333333333333331
product,hotec_stainless_steel_kitchen_to,gpt-4-1106-preview,0.0,1.0,-1.0
product,hydroponics_growing_system_12_po,gpt-3.5-turbo,0.6666666666666666,0.5,0.16666666666666663
product,hydroponics_growing_system_12_po,gpt-4-1106-preview,0.5,0.5,0.0
product,jack_and_jones_mens_basic_vneck_,gpt-3.5-turbo,,,
product,jack_and_jones_mens_basic_vneck_,gpt-4-1106-preview,1.0,,
product,jack_henry_cleanse_hair_shampoo_,gpt-3.5-turbo,0.5,0.75,-0.25
product,jack_henry_cleanse_hair_shampoo_,gpt-4-1106-preview,0.0,1.0,-1.0
product,julep_eyeshadow_101_crme_to_powd,gpt-3.5-turbo,0.0,0.5,-0.5
product,julep_eyeshadow_101_crme_to_powd,gpt-4-1106-preview,0.0,1.0,-1.0
product,jump_rope_tanglefree_rapid_speed,gpt-3.5-turbo,0.0,0.0,0.0
product,jump_rope_tanglefree_rapid_speed,gpt-4-1106-preview,0.0,0.75,-0.75
product,just_my_size_wireless_bra_pack_f,gpt-3.5-turbo,0.0,0.25,-0.25
product,just_my_size_wireless_bra_pack_f,gpt-4-1106-preview,0.0,1.0,-1.0
product,keurig_kcompact_singleserve_kcup,gpt-3.5-turbo,0.0,0.25,-0.25
product,keurig_kcompact_singleserve_kcup,gpt-4-1106-preview,0.0,0.75,-0.75
product,ki_puzzle_1000_piece_puzzle_for_,gpt-3.5-turbo,0.5,0.75,-0.25
product,ki_puzzle_1000_piece_puzzle_for_,gpt-4-1106-preview,0.0,0.75,-0.75
product,kissair_compact_1500w750w_space_,gpt-3.5-turbo,0.3333333333333333,0.0,0.3333333333333333
product,kissair_compact_1500w750w_space_,gpt-4-1106-preview,0.0,0.75,-0.75
product,kitchedaid_5_more_then_20_color_,gpt-3.5-turbo,0.3333333333333333,0.375,-0.041666666666666685
product,kitchedaid_5_more_then_20_color_,gpt-4-1106-preview,0.5,0.625,-0.125
product,kitchenaid_5_ultra_power_speed_h,gpt-3.5-turbo,0.3333333333333333,0.5,-0.16666666666666669
product,kitchenaid_5_ultra_power_speed_h,gpt-4-1106-preview,0.5,1.0,-0.5
product,legendary_whitetails_mens_buck_c,gpt-3.5-turbo,0.5,0.5,0.0
product,legendary_whitetails_mens_buck_c,gpt-4-1106-preview,0.0,0.5,-0.5
product,lincoln_electric_leather_welding,gpt-3.5-turbo,0.3333333333333333,0.75,-0.4166666666666667
product,lincoln_electric_leather_welding,gpt-4-1106-preview,0.0,1.0,-1.0
product,lk_2_pack_for_google_pixel_8_scr,gpt-3.5-turbo,0.0,0.5,-0.5
product,lk_2_pack_for_google_pixel_8_scr,gpt-4-1106-preview,0.0,1.0,-1.0
product,logitech_trackman_marble_2017_tr,gpt-3.5-turbo,0.6666666666666666,1.0,-0.33333333333333337
product,logitech_trackman_marble_2017_tr,gpt-4-1106-preview,0.0,1.0,-1.0
product,lowrance_hook_reveal_9_inch_fish,gpt-3.5-turbo,0.6666666666666666,0.75,-0.08333333333333337
product,lowrance_hook_reveal_9_inch_fish,gpt-4-1106-preview,0.5,1.0,-0.5
product,maga_hat_make_america_great_agai,gpt-3.5-turbo,1.0,1.0,0.0
product,maga_hat_make_america_great_agai,gpt-4-1106-preview,1.0,1.0,0.0
product,mainstays_cool_mist_humidifier_1,gpt-3.5-turbo,0.0,0.5,-0.5
product,mainstays_cool_mist_humidifier_1,gpt-4-1106-preview,0.0,0.75,-0.75
product,manicure_set_personal_care_nail_,gpt-3.5-turbo,0.0,1.0,-1.0
product,manicure_set_personal_care_nail_,gpt-4-1106-preview,0.5,1.0,-0.5
product,maskiss_25pairs_24k_gold_under_e,gpt-3.5-turbo,0.0,0.5,-0.5
product,maskiss_25pairs_24k_gold_under_e,gpt-4-1106-preview,0.5,1.0,-0.5
product,matein_17_inch_laptop_backpack_t,gpt-3.5-turbo,0.3333333333333333,0.5,-0.16666666666666669
product,matein_17_inch_laptop_backpack_t,gpt-4-1106-preview,0.5,1.0,-0.5
product,metene_shower_brush_with_soft_an,gpt-3.5-turbo,0.0,0.5,-0.5
product,metene_shower_brush_with_soft_an,gpt-4-1106-preview,0.0,1.0,-1.0
product,midwest_homes_for_pets_hamster_c,gpt-3.5-turbo,0.3333333333333333,0.5,-0.16666666666666669
product,midwest_homes_for_pets_hamster_c,gpt-4-1106-preview,0.5,1.0,-0.5
product,oannao_silicone_cooking_utensils,gpt-3.5-turbo,0.0,0.0,0.0
product,oannao_silicone_cooking_utensils,gpt-4-1106-preview,0.0,0.75,-0.75
product,olive_oil_sprayer_for_cooking_20,gpt-3.5-turbo,0.3333333333333333,0.75,-0.4166666666666667
product,olive_oil_sprayer_for_cooking_20,gpt-4-1106-preview,0.0,1.0,-1.0
product,ottsuls_shepherdhooks_adjustable,gpt-3.5-turbo,0.0,0.5,-0.5
product,ottsuls_shepherdhooks_adjustable,gpt-4-1106-preview,0.0,0.75,-0.75
product,owala_freesip_insulated_stainles,gpt-3.5-turbo,0.3333333333333333,0.5,-0.16666666666666669
product,owala_freesip_insulated_stainles,gpt-4-1106-preview,0.0,0.5,-0.5
product,philips_sonicare_4100_power_toot,gpt-3.5-turbo,0.3333333333333333,1.0,-0.6666666666666667
product,philips_sonicare_4100_power_toot,gpt-4-1106-preview,0.0,1.0,-1.0
product,plugo_stem_pack_by_playshifu__co,gpt-3.5-turbo,0.3333333333333333,0.5,-0.16666666666666669
product,plugo_stem_pack_by_playshifu__co,gpt-4-1106-preview,0.5,0.5,0.0
product,prelit_artificial_christmas_wrea,gpt-3.5-turbo,0.0,0.5,-0.5
product,prelit_artificial_christmas_wrea,gpt-4-1106-preview,0.0,1.0,-1.0
product,rayban_rb2180_round_sunglasses,gpt-3.5-turbo,0.6666666666666666,0.75,-0.08333333333333337
product,rayban_rb2180_round_sunglasses,gpt-4-1106-preview,0.5,1.0,-0.5
product,raymate_bluetooth_speakers_pair_,gpt-3.5-turbo,0.3333333333333333,0.75,-0.4166666666666667
product,raymate_bluetooth_speakers_pair_,gpt-4-1106-preview,0.0,1.0,-1.0
product,realspace_magellan_59w_managers_,gpt-3.5-turbo,0.0,0.5,-0.5
product,realspace_magellan_59w_managers_,gpt-4-1106-preview,0.5,1.0,-0.5
product,redragon_k617_fizz_60_wired_rgb_,gpt-3.5-turbo,0.0,0.75,-0.75
product,redragon_k617_fizz_60_wired_rgb_,gpt-4-1106-preview,0.5,1.0,-0.5
product,rokid_ar_joy_pack_ar_glasses_and,gpt-3.5-turbo,0.5,0.25,0.25
product,rokid_ar_joy_pack_ar_glasses_and,gpt-4-1106-preview,0.0,1.0,-1.0
product,roundfire_concrete_tabletop_fire,gpt-3.5-turbo,0.0,0.5,-0.5
product,roundfire_concrete_tabletop_fire,gpt-4-1106-preview,0.5,1.0,-0.5
product,sitmod_gaming_chairs_for_adults_,gpt-3.5-turbo,0.0,0.75,-0.75
product,sitmod_gaming_chairs_for_adults_,gpt-4-1106-preview,0.5,0.75,-0.25
product,sleep_headphones_3d_sleep_mask_b,gpt-3.5-turbo,0.5,0.75,-0.25
product,sleep_headphones_3d_sleep_mask_b,gpt-4-1106-preview,0.5,0.75,-0.25
product,soundcore_by_anker_sleep_a10_blu,gpt-3.5-turbo,0.3333333333333333,0.75,-0.4166666666666667
product,soundcore_by_anker_sleep_a10_blu,gpt-4-1106-preview,0.5,0.75,-0.25
product,sqarr_mini_glass_prep_pinch_bowl,gpt-3.5-turbo,0.5,1.0,-0.5
product,sqarr_mini_glass_prep_pinch_bowl,gpt-4-1106-preview,0.0,1.0,-1.0
product,squirrel_housenesting_box_cedar_,gpt-3.5-turbo,0.0,0.25,-0.25
product,squirrel_housenesting_box_cedar_,gpt-4-1106-preview,0.5,1.0,-0.5
product,stainless_steel_refrigerator_sho,gpt-3.5-turbo,0.6666666666666666,1.0,-0.33333333333333337
product,stainless_steel_refrigerator_sho,gpt-4-1106-preview,0.5,1.0,-0.5
product,steelseries_usbapex5hybrid_mecha,gpt-3.5-turbo,0.0,0.5,-0.5
product,steelseries_usbapex5hybrid_mecha,gpt-4-1106-preview,0.0,0.75,-0.75
product,suclain_set_of_12_christmas_nati,gpt-3.5-turbo,0.3333333333333333,0.25,0.08333333333333331
product,suclain_set_of_12_christmas_nati,gpt-4-1106-preview,0.0,0.75,-0.75
product,suphanlin_4_pack_snake_repellent,gpt-3.5-turbo,0.5,0.5,0.0
product,suphanlin_4_pack_snake_repellent,gpt-4-1106-preview,1.0,1.0,0.0
product,thames__kosmos_motors__generator,gpt-3.5-turbo,0.3333333333333333,0.75,-0.4166666666666667
product,thames__kosmos_motors__generator,gpt-4-1106-preview,0.5,1.0,-0.5
product,thames__kosmos_structural_engine,gpt-3.5-turbo,0.0,0.25,-0.25
product,thames__kosmos_structural_engine,gpt-4-1106-preview,0.0,0.5,-0.5
product,the_republic_of_tea__limitededit,gpt-3.5-turbo,0.3333333333333333,0.5,-0.16666666666666669
product,the_republic_of_tea__limitededit,gpt-4-1106-preview,0.5,1.0,-0.5
product,ticonderoga_woodcased_pencils_pr,gpt-3.5-turbo,0.5,0.5,0.0
product,ticonderoga_woodcased_pencils_pr,gpt-4-1106-preview,0.0,0.75,-0.75
product,tosy_flying_disc__16_million_col,gpt-3.5-turbo,0.0,0.5,-0.5
product,tosy_flying_disc__16_million_col,gpt-4-1106-preview,0.0,0.75,-0.75
product,travelhouse_underseat_hardshell_,gpt-3.5-turbo,0.0,0.5,-0.5
product,travelhouse_underseat_hardshell_,gpt-4-1106-preview,0.5,1.0,-0.5
product,tscomon_41_cat_house_cat_tree_fo,gpt-3.5-turbo,0.5,0.5,0.0
product,tscomon_41_cat_house_cat_tree_fo,gpt-4-1106-preview,0.5,1.0,-0.5
product,ttolbi_door_leg_stretcher_stretc,gpt-3.5-turbo,1.0,1.0,0.0
product,ttolbi_door_leg_stretcher_stretc,gpt-4-1106-preview,0.5,1.0,-0.5
product,ucanbe_athena_face_body_paint_oi,gpt-3.5-turbo,0.6666666666666666,1.0,-0.33333333333333337
product,ucanbe_athena_face_body_paint_oi,gpt-4-1106-preview,0.5,1.0,-0.5
product,upgradedkizjorya_dance_mat_for_k,gpt-3.5-turbo,0.3333333333333333,0.0,0.3333333333333333
product,upgradedkizjorya_dance_mat_for_k,gpt-4-1106-preview,0.5,0.25,0.25
product,vans_womens_doheny_platform_snea,gpt-3.5-turbo,1.0,1.0,0.0
product,vans_womens_doheny_platform_snea,gpt-4-1106-preview,1.0,1.0,0.0
product,walkers_razor_slim_earmuffs_dyna,gpt-3.5-turbo,0.0,0.75,-0.75
product,walkers_razor_slim_earmuffs_dyna,gpt-4-1106-preview,0.0,1.0,-1.0
product,wedding_planner_book_and_organiz,gpt-3.5-turbo,0.0,0.25,-0.25
product,wedding_planner_book_and_organiz,gpt-4-1106-preview,1.0,0.5,0.5
product,yamiu_travel_shoe_bags_set_of_4_,gpt-3.5-turbo,0.0,0.75,-0.75
product,yamiu_travel_shoe_bags_set_of_4_,gpt-4-1106-preview,0.0,1.0,-1.0
product,yes4all_premium_surf_balance_boa,gpt-3.5-turbo,0.6666666666666666,0.5,0.16666666666666663
product,yes4all_premium_surf_balance_boa,gpt-4-1106-preview,0.0,1.0,-1.0
product,yeswelder_true_color_solar_power,gpt-3.5-turbo,0.3333333333333333,0.75,-0.4166666666666667
product,yeswelder_true_color_solar_power,gpt-4-1106-preview,0.0,1.0,-1.0
product,yingzhao_set_of_5_poinsettia_chr,gpt-3.5-turbo,0.0,0.25,-0.25
product,yingzhao_set_of_5_poinsettia_chr,gpt-4-1106-preview,0.5,1.0,-0.5
product,yiview_sleep_mask_for_men_women_,gpt-3.5-turbo,0.3333333333333333,0.5,-0.16666666666666669
product,yiview_sleep_mask_for_men_women_,gpt-4-1106-preview,0.5,0.75,-0.25
product,zuzuan_2_piece_hammer_setinclude,gpt-3.5-turbo,0.3333333333333333,0.0,0.3333333333333333
product,zuzuan_2_piece_hammer_setinclude,gpt-4-1106-preview,0.0,1.0,-1.0
